,User ID,Device,Duration
200,4baf648a-0ad5-412d-8250-5a0ff9289fbf,Motorola,12
201,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,Microsoft,32
202,caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,Huawei,98
203,ed5e1675-94a8-482c-8b43-1b9bb71d0495,Google,59
204,e206e31b-5f85-4964-b6ea-d7ee5324def1,Apple,10
205,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,Motorola,0
206,163daa38-8b77-48c9-9af6-37a6c1447ac2,Motorola,26
207,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,Microsoft,14
208,d81dc9d9-a614-40f1-9dd4-7a4a05bac243,Motorola,0
209,fe0e2711-bad0-4a0a-90fa-b2d9e8c773a8,Motorola,6
210,334e2fe8-6f2c-424c-8ed5-12c99f048722,Google,19
211,b726d35b-6345-4ed9-8431-fc75e38ba179,HTC,87
212,ce9b41f4-625e-4868-83d1-6b53767a8af5,Google,68
213,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,Motorola,71
214,98511140-45c4-4faa-9962-fea5ad618ea3,Huawei,9
215,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,Motorola,53
216,330ded4b-db65-485a-80a4-6b3bffd33067,Google,32
217,f41d30f1-50c3-419c-a2d8-9043c7e568ca,Samsung,81
218,79acce4b-b991-4a68-b762-d496686a4f32,Google,34
219,3e65775b-36e4-495d-9c45-28127fb3da5f,Huawei,93
220,d16ed6bf-d35e-463b-92b0-393ee67e220c,Samsung,30
221,9be473d9-cfdf-4954-bae2-09b0555a8ebb,HTC,0
222,13f0db8a-152a-496f-a6e8-1ed6a90b8788,Microsoft,27
223,ef56931b-540b-4166-9090-73ae48ac8d97,Huawei,59
224,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,Apple,52
225,a92660de-2154-4694-a86e-88cb81c8ea95,ouafw,98
226,c1e01541-7508-4712-a22c-0370f232a41e,Apple,20
227,b1ceae0c-016d-421f-a6f0-488a7857f9f6,HTC,17
228,24789387-968b-425a-8836-14e243cda16c,HTC,60
229,5c433d28-dfb7-4456-a468-dc3705147ce0,Motorola,88
230,ed3494e3-695b-4068-a725-09c6cdf92d63,Motorola,60
231,afab7336-04d3-45fe-8917-0327c56e7435,Motorola,16
232,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,Samsung,90
233,948f7e9d-49bb-4770-bc9d-cb3fb65cca15,Samsung,82
234,15e325b1-c221-4bf8-8010-18d76b03646e,HTC,23
235,3954373b-2411-4d3a-98ba-03bafc1a1a6d,HTC,65
236,b3e73328-3638-4913-b7ae-3a6a64c1cd62,Huawei,36
237,47def058-01cc-478f-9830-eaddcccac633,Motorola,68
238,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,HTC,92
239,30be2156-59d1-451e-beea-1a3690200a2b,Samsung,74
240,b83ae39f-2b80-4925-b5ff-34ddefd7f07c,Apple,56
241,0f21b6d6-7be6-484c-9698-d851ad7d43c5,Huawei,46
242,b6fd2140-f8b9-498a-a07f-0dc9986736c6,Google,32
243,73a9e869-62a6-4508-b146-20dc9de19276,Microsoft,19
244,8d67b1c4-cd76-4701-a908-738e7a2411e7,Motorola,81
245,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,Microsoft,3
246,7e263bf1-e036-4cc8-9cb8-9beec89027a3,Huawei,9
247,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,Huawei,4
248,6053d7e5-47da-4156-8b7c-dacf23a0e660,Samsung,22
249,1add9169-fda0-4da2-82a0-4de3bf7ed8ca,Motorola,18
250,9a84c667-c913-47ce-be69-0f847dbfe0db,Google,68
251,80e03bc0-fc8f-475b-a4dd-870844b7a313,Motorola,29
252,192a526b-4952-4bda-b659-4661dab12716,Apple,26
253,1545ddaf-2b75-4143-82fe-b88966aee4fb,Huawei,13
254,63e1cb43-d3dc-491a-af16-209c1c152c44,Apple,39
255,1bcc3c26-e82e-40f4-9d16-3311c8c1ddf6,Motorola,26
256,286516cf-d236-40de-8d28-7d0bd173125d,HTC,57
257,b827588c-31b2-47f3-916a-a1dbf7987f50,Microsoft,37
258,9fb4ce88-fac1-406c-8544-1a899cee7aaf,Google,19
259,b09e3125-2162-443b-bea0-25895b7605bc,Samsung,49
260,3efc3621-873a-4b80-a0cb-27e531d600be,Microsoft,5
261,3455a646-398f-4b16-b19a-1371cdb2e048,Apple,82
262,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,Google,88
263,bc142f57-1307-46c6-9975-8c3a1e5f540c,HTC,27
264,c834ba1d-8a10-4984-aaf2-7c2eab207076,Huawei,43
265,242a3620-fc18-4120-ac72-37b0f3716879,Microsoft,62
266,740a4abd-187d-4783-990b-161c52fb5f86,Samsung,4
267,084eb113-0d87-4ae5-891b-2ec7f1e194a8,Microsoft,58
268,a4a3247c-5e68-49d0-a768-a8d7db1c8ef4,Samsung,62
269,de39bbda-66a8-4c52-835a-7a104cf7f081,Motorola,98
270,19fa2bc2-96ab-45b6-99de-1995c2bee330,Microsoft,49
271,4eed2f45-f040-4995-a60f-472af1ff379a,Apple,56
272,4ef2c812-b152-4a72-a443-f4ff787d7b0d,Huawei,81
273,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,Samsung,70
274,d9aab962-e964-4afd-83ee-abda0865da67,Samsung,44
275,7d8464e7-44df-46bd-b338-d599eb730ea2,Apple,59
276,c3988ef2-7e28-4db7-8981-c69f61a3bfce,Samsung,82
277,f50ac030-3af8-4e07-aacf-dccff353b8f6,Huawei,58
278,76a034b7-e163-4735-a15b-b0ff645ca627,Apple,34
279,d1a89d23-7d17-4949-9e1a-637317141f3d,Apple,98
280,5a1ab9a3-1983-4021-9557-d3700a276746,Apple,72
281,18421d97-6f86-4d21-a7b1-dcc57dd8be76,Huawei,53
282,c5d04879-87bd-4950-9e63-334382ef53af,Motorola,46
283,ded166ee-173b-4a56-bc6d-464c35709670,Motorola,91
284,72d2587e-8fae-4626-a73d-352e6465ba0f,Google,75
285,ef629f00-391d-4a79-af74-77a9afdbbd41,Microsoft,72
286,9a5c1dcc-d26b-4303-b487-3075e7d34e02,HTC,16
287,05d7e77f-a18a-4358-a23a-46c560b3682e,Microsoft,91
288,acbac577-54c9-4476-af3c-a3241a3f4a19,HTC,96
289,45064aca-5e28-4b1f-be64-202fc5e0daba,Google,57
290,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,Microsoft,35
291,3d5f257e-556b-4e19-b127-977bc5c4daed,Samsung,19
292,f9775602-43ab-4d54-ad93-7c9a489879bc,Motorola,59
293,af647535-dae8-4ca3-9203-bf4bfc607ffe,Microsoft,70
294,9e9cf8e7-6731-47da-bc0f-3a487e835586,Apple,80
295,6f2e20b4-5d7f-4345-b5a1-71a768ab8050,Microsoft,39
296,fe224147-e893-4178-b46e-b12f22bd7ed1,HTC,2
297,683d880b-3ccf-4f4d-8182-96e7a7a884bd,Motorola,47
298,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,Motorola,90
299,5d454588-283d-459d-915d-c48a2cb4c27f,Motorola,88
300,b870b764-7447-4990-a8d4-024d33e0e67d,dcppv,75
301,374634b7-aead-4f2f-9303-c15f456c4094,HTC,24
302,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,Samsung,90
303,375985a6-ae79-43d2-b7c6-b182d83f1eaf,Google,27
304,248a8f9f-10ac-4786-adfb-d0c3dd4e4b97,Huawei,85
305,600118fa-e6f4-4d74-aeb6-936abbbf38a1,Apple,73
306,91dbe082-62c3-4bfd-9721-7c94be3a3d32,Google,98
307,17bc2431-754a-46e8-81e2-32820d3fc612,Microsoft,88
308,3ae50cc3-39cc-440a-8e31-3215011f2762,Huawei,23
309,168e6d97-0b9c-45d0-ba57-cabc8c60d428,Samsung,5
310,eb74e88c-1bf5-402f-987e-90a5977ae1e3,Huawei,46
311,f7d73e35-248c-4369-9e4d-1f38bea06a5f,Apple,83
312,fc17ca61-7c66-4ceb-8504-32f58b438b45,Motorola,94
313,5897490a-0aaa-49c9-b63e-0da83088e3e0,Microsoft,2
314,e09aa625-3db7-49bd-be09-9aaa0c86a8bf,Google,8
315,a1290f9f-af93-432d-be86-65840470c621,Samsung,22
316,b7b551bd-8cdd-44f3-aef8-29bf82b51535,Motorola,81
317,90898216-e580-46c0-8e79-f2df84a9676d,Microsoft,82
318,a81df767-7da1-4844-b63c-fee4c9c7895d,Samsung,74
319,8dda1a41-9e57-4944-bd36-18c0ac343b13,Huawei,4
320,cfe50481-7c50-48fa-97fa-89b6f137e1bd,HTC,54
321,40f15350-9ac3-4b6c-83c3-51cc7945dd01,HTC,24
322,20d507a0-fdba-4c04-a30c-bd18273accdc,Samsung,93
323,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,Apple,27
324,f4ed8f9c-5eac-4d77-a206-c60afda2921a,HTC,60
325,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,Apple,49
326,dd118345-3ba6-4800-9686-d5479fee403d,HTC,22
327,e74edcea-5db4-4412-a4ce-eb7c5adc314a,Motorola,40
328,fa16aabb-fac3-4310-b19c-ce7021eb825b,Apple,58
329,72f7f84c-5bcc-4380-81cd-3378ce0a1b32,Samsung,48
330,8d3661fd-d953-4c1b-857d-82b3e34f569e,Apple,88
331,b4a6b3ac-b6af-4525-8d59-7afc00ff279d,Apple,55
332,3205ad12-726a-4b65-a15a-1a899a9d310b,HTC,21
333,0873e9a7-234a-4096-a92a-8dc7a03eb0c5,Apple,54
334,7be6e8bc-39b0-4035-ac93-1df8fd7e1928,Huawei,85
335,789b11b4-96ff-4abd-8da2-3da8b12d1e6e,Motorola,70
336,cad2d54d-9555-4dfe-bfcd-7a584895a002,HTC,40
337,3b751c3f-bab7-4b2b-a95f-10d57c02aa6a,Huawei,33
338,bbe8f83c-af9c-4dab-b5fa-7925822e450d,Samsung,47
339,a710ab29-b72a-42c8-a79b-42e63d4a8bfd,Google,18
340,ac4e6ee0-d1bd-4e6b-9355-7567b3e3ec5e,Google,24
341,5ad56e97-58f6-4e66-9b8f-5c16358a9a97,Motorola,45
342,d5b6f279-ab5f-4391-b92a-c8acc8ceceb6,Apple,14
343,f717de6d-2b64-4ef9-855d-ff1c9460c3fe,Microsoft,25
344,225f147b-0951-40a8-96fb-2ceba9f3153a,HTC,34
345,92423e9a-4e8c-49bc-be75-c819912696ce,Microsoft,0
346,3a80467c-0f1f-49ca-b904-1938ea2177a9,Samsung,27
347,80c9ce48-46f9-4f5e-b3ca-3b698fc2e949,Google,39
348,bf721d00-4fa1-44b1-834f-4730cd51aefa,Samsung,37
349,f0ef81ec-85b1-4475-ae60-aa7d373088aa,Microsoft,91
350,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,Google,39
351,61d88e0e-c0e7-4352-85ad-555e464ff933,Google,59
352,2ad548cd-a899-4992-972b-92cde9cea8f1,Microsoft,64
353,ffdb3615-516c-422f-aa24-a137e3027d3a,HTC,30
354,31ff6616-c1dc-4b9a-8091-0b4d0cac25b1,Apple,4
355,c924f935-cff8-45c0-b4b7-5ed2c6cdaac8,Microsoft,9
356,941db1b1-270d-47f8-8a96-43f5a7481f03,Motorola,86
357,e8849148-1482-4926-9f28-a537630b9ba2,Samsung,20
358,b7e4b060-7b74-408f-b7d7-67a5e1dbfce3,Huawei,43
359,5870e611-6218-48e1-a9a0-ba86fe5598f7,Google,19
360,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,Motorola,44
361,f73a01fe-444d-4b94-8d0e-4ec2cb97495b,Apple,57
362,56e65b5b-e1b4-4f67-b596-e75bf103783b,Microsoft,17
363,4027aa31-4bda-4e1d-92f7-49de962e8da9,Microsoft,32
364,2546684f-0387-4c46-b19b-9a5ddb2ef221,Google,93
365,93dd80c0-4ff2-42ed-9949-1621b0a68c63,HTC,57
366,4bc62825-3109-4796-9465-1bf853165347,Motorola,66
367,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,Apple,87
368,f5d9a26e-986d-4d8e-a1c9-69493fb64736,Apple,99
369,a540d720-b44a-4d3d-9643-e12bca77d1f3,Google,8
370,ce7c338c-cad4-408f-895b-510ca73a388b,Google,36
371,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,Microsoft,83
372,38cceae3-14e0-49bb-8087-f6f210a2053a,Samsung,1
373,ddc4db8e-0000-48c4-8fdb-d32af87fb823,Apple,0
374,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,Apple,67
375,db392b86-6ba5-4a9b-933a-a2553488bb62,xtzqw,57
376,66663a0d-856f-487f-a2a2-258af21ab3e5,Apple,58
377,3f218ab6-a288-4ee8-affc-3d02a9cbff5f,Microsoft,8
378,cbc99939-e6a6-4269-9819-bffce6f38751,Samsung,1
379,e69d9ade-20e5-4e31-bc70-5a46556c530f,Samsung,57
380,f8926cfa-7036-4929-b5db-925c26daea1a,Microsoft,21
381,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,Apple,93
382,54729154-eb5c-413a-8837-887365057910,Huawei,36
383,d3aa94aa-3e81-49e4-915a-d269e4f42f29,Motorola,77
384,a4fd7920-9edf-4930-84bd-7a38b3bf9cec,HTC,59
385,e2377b94-f06a-49ed-a266-377c4b07e980,Microsoft,11
386,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,Huawei,54
387,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,Google,56
388,89572273-761e-46f3-8b99-1689d98aac90,Samsung,7
